temperature,precipitation,time_of_day,percentage
31,65,20,10.2
10,65,17,13.5
46,9,13,3.0
20,49,20,10.5
49,69,18,3.8
7,10,14,15.4
44,92,12,8.700000000000001
24,29,11,6.3
11,84,11,17.0
63,26,22,5.0
15,41,20,12.0
56,35,12,0.0
7,44,18,11.4
25,96,18,15.2
57,26,13,3.0
34,55,19,4.3
15,36,13,12.0
29,69,22,13.6
54,38,14,4.0
13,7,18,9.6
49,75,14,9.0
33,46,21,7.6
66,66,20,6.2
19,53,15,13.4
23,8,17,6.6
19,42,22,12.8
43,11,17,0.6
39,39,16,1.8
17,2,19,8.4
20,96,11,16.7
71,76,18,5.2
59,11,14,4.0
69,36,20,3.0
39,6,11,1.8
20,69,19,11.3
5,40,18,12.0
54,3,12,0.0
18,86,20,18.3
66,3,13,3.0
11,66,11,13.399999999999999
27,37,13,8.4
67,26,18,0.0
33,10,19,3.6
26,92,12,14.100000000000001
84,92,21,12.4
10,36,21,14.5
33,57,11,5.0
6,7,15,16.7
68,31,19,0.0
40,77,15,11.9
24,83,13,15.899999999999999
59,87,14,11.4
41,92,12,9.6
56,59,11,1.8
73,64,17,2.8
74,9,21,4.0
26,18,15,10.7
19,38,17,7.8
51,44,14,4.0
75,47,18,0.0
73,17,14,4.0
56,70,18,4.0
43,87,16,8.0
6,85,20,21.7
49,15,17,0.0
28,5,13,8.1
65,70,14,8.0
69,81,18,6.2
57,98,13,12.6
25,48,14,10.0
71,87,20,10.4
5,79,21,21.8
63,18,18,0.0
51,82,11,6.4
22,64,11,9.7
37,21,18,2.4
19,30,14,11.8
28,13,15,10.1
40,29,12,1.5
64,94,12,8.8
38,50,22,7.1
55,31,11,0.0
44,42,22,5.3
26,16,19,5.7
20,91,11,15.7
46,97,11,9.4
20,61,11,9.7
9,16,14,14.8
10,60,13,15.5
46,5,17,0.0
34,92,15,16.7
36,8,11,2.7
57,30,12,0.0
23,29,14,10.6
55,58,16,1.6
32,72,16,8.3
51,9,14,4.0
76,63,18,2.6
5,32,22,17.0
72,2,15,5.0
61,92,21,12.4
26,52,18,6.1000000000000005
62,40,22,5.0
17,77,15,18.8
43,14,20,3.6
31,9,19,4.2
43,79,21,10.399999999999999
76,96,12,9.2
16,91,20,19.9
28,38,15,10.1
22,23,20,9.9
19,78,18,13.399999999999999
64,12,20,3.0
20,82,19,13.9
78,10,14,4.0
51,12,16,0.0
28,39,16,5.1
49,58,18,1.6
23,95,13,18.6
45,53,20,3.6
35,60,11,5.0
20,89,13,18.3
27,58,14,11.0
82,79,14,9.8
27,16,21,9.4
45,12,18,0.0
22,12,16,6.9
40,14,19,1.5
16,10,19,8.7
79,0,13,3.0
73,34,19,0.0
55,81,20,9.2
36,43,22,7.7
75,57,21,5.4
40,0,11,1.5
44,85,11,7.3
74,51,12,0.2
42,65,17,3.9
58,93,22,13.6
8,52,11,11.5
50,81,16,6.2
67,64,11,2.8
78,2,14,4.0
54,73,19,4.6
34,47,12,3.3
77,14,16,0.0
20,66,13,13.7
56,76,19,5.2
8,61,13,16.3
30,87,18,11.9
33,29,13,6.6
15,42,21,13.0
28,31,14,9.1
55,98,18,9.6
46,34,22,5.0
43,54,15,6.4
11,14,15,15.2
22,33,11,6.9
7,97,16,20.8
67,81,21,10.2
24,98,14,19.9
77,22,14,4.0
78,31,19,0.0
74,49,11,0.0
21,49,19,7.2
83,82,12,6.4
63,92,11,8.4
58,39,13,3.0
17,43,20,11.4
46,11,18,0.0
48,67,18,3.4
84,21,12,0.0
71,42,19,0.0
76,78,13,8.6
24,84,22,18.1
51,41,14,4.0
28,98,12,14.7
55,18,12,0.0
22,71,11,11.100000000000001
27,99,20,18.200000000000003
5,78,14,21.6
70,3,21,4.0
9,24,16,10.8
22,50,21,10.9
84,59,12,1.8
78,36,22,5.0
39,25,11,1.8
29,72,15,14.2
28,43,12,5.1
17,54,16,9.200000000000001
25,49,17,6.0
43,30,19,0.6
38,69,11,5.9
23,24,12,6.6
32,59,17,5.7
15,5,16,9.0
53,18,17,0.0
39,4,18,1.8
80,68,22,8.6
61,58,15,6.6
32,53,22,9.5
70,4,18,0.0
69,48,22,5.0
77,19,12,0.0
26,53,22,11.3
55,76,22,10.2
13,72,16,14.0
75,77,12,5.4
40,12,20,4.5
58,96,16,9.2
42,47,15,5.9
70,86,18,7.2
47,93,16,8.6
9,62,17,13.200000000000001
41,81,21,11.4
62,81,12,6.2
67,42,13,3.0
55,99,16,9.8
76,77,14,9.4
47,11,17,0.0
71,38,20,3.0
71,90,17,8.0
69,56,11,1.2
66,92,18,8.4
67,70,17,4.0
34,78,18,8.899999999999999
42,82,15,12.3
55,8,13,3.0
42,83,12,7.5
71,61,17,2.2
81,21,19,0.0
52,35,13,3.0
16,95,13,20.7
24,2,17,6.3
76,81,16,6.2
6,15,16,11.7
79,2,22,5.0
59,75,22,10.0
10,87,13,20.9
66,57,21,5.4
53,74,19,4.8
58,22,15,5.0
14,32,12,9.3
28,67,13,11.5
33,60,14,9.6
10,13,22,15.5
62,37,17,0.0
82,72,14,8.4
61,97,18,9.4
7,52,12,11.8
28,60,19,7.1
23,32,15,11.6
13,82,13,19.0
34,66,12,6.5
81,55,22,6.0
48,60,21,6.0
57,37,20,3.0
72,26,22,5.0
64,39,12,0.0
27,5,18,5.4
65,95,12,9.0
11,47,19,10.2
48,17,18,0.0
59,31,16,0.0
79,83,17,6.6
43,35,15,5.6
63,78,12,5.6
9,22,12,10.8
46,13,11,0.0
18,84,22,19.9
31,45,22,9.2
20,2,15,12.5
6,6,14,15.7
23,16,16,6.6
27,67,22,13.8
45,57,20,4.4
18,49,18,8.1
51,98,13,12.6
67,69,11,3.8
12,95,17,18.9
31,98,11,13.8
44,45,17,0.3
32,58,16,5.5
72,21,14,4.0
65,71,18,4.2
42,90,21,12.9
79,27,22,5.0
28,1,21,9.1
32,58,14,9.5
45,53,13,3.6
22,65,16,9.9
53,62,16,2.4
30,26,11,4.5
7,6,15,16.4
81,11,20,3.0
42,7,20,3.9
18,8,13,11.1
5,85,22,24.0
15,17,15,14.0
44,91,16,8.5
8,37,16,11.1
38,33,15,7.1
69,69,13,6.8
60,94,15,13.8
14,14,11,9.3
75,60,11,2.0
68,67,17,3.4
17,4,20,11.4
26,86,15,17.9
60,76,14,9.2
69,60,17,2.0
17,26,11,8.4
5,44,12,12.0
42,57,21,6.3
62,94,12,8.8
29,18,13,7.8
46,29,20,3.0
37,62,13,7.8
61,93,18,8.6
41,4,22,6.2
61,61,15,7.2
66,74,17,4.8
7,73,17,16.0
34,40,15,8.3
71,64,18,2.8
67,78,21,9.6
27,84,21,16.2
76,85,11,7.0
77,95,15,14.0
70,25,14,4.0
65,76,14,9.2
6,68,15,20.299999999999997
31,77,16,9.600000000000001
52,53,19,0.6
67,54,13,3.8
9,67,20,17.200000000000003
5,7,18,12.0
26,8,16,5.7
78,94,21,12.8
28,2,11,5.1
63,26,19,0.0
83,8,12,0.0
54,92,15,13.4
27,97,17,14.8
82,28,13,3.0
22,73,12,11.5
26,76,15,15.9
48,64,20,5.8
48,39,12,0.0
41,77,12,6.6000000000000005
11,95,11,19.2
28,79,22,15.899999999999999
81,55,20,4.0
45,25,21,4.0
74,32,21,4.0
75,94,15,13.8
22,71,22,16.1
83,24,21,4.0
76,96,16,9.2
64,93,16,8.6
56,0,20,3.0
84,0,12,0.0
53,26,21,4.0
71,67,16,3.4
49,36,17,0.0
13,23,22,14.6
30,43,15,9.5
30,87,20,14.9
34,5,11,3.3
31,38,14,8.2
84,64,20,5.8
8,92,13,22.5
55,87,16,7.4
74,76,21,9.2
83,91,20,11.2
14,14,22,14.3
40,63,11,4.1
50,30,13,3.0
10,85,13,20.5
74,75,17,5.0
83,16,16,0.0
82,25,14,4.0
7,76,19,16.6
54,52,12,0.4
46,40,21,4.0
82,44,17,0.0
58,80,15,11.0
43,25,17,0.6
59,50,14,4.0
15,91,11,17.2
78,37,21,4.0
83,49,22,5.0
34,41,17,3.3
60,41,11,0.0
33,31,17,3.6
21,84,17,14.0
37,8,20,5.4
25,79,15,16.8
82,4,13,3.0
14,37,22,14.3
43,8,12,0.6
82,69,22,8.8
51,78,21,9.6
56,81,15,11.2
45,68,16,3.6
51,40,19,0.0
77,73,11,4.6
75,79,17,5.8
47,26,11,0.0
41,39,12,1.2
77,52,16,0.4
68,22,12,0.0
75,91,21,12.2
64,74,16,4.8
29,3,18,4.8
26,67,20,12.1
47,79,17,5.8
75,27,16,0.0
74,28,19,0.0
40,57,22,7.9
50,16,20,3.0
26,69,18,9.5
39,17,19,1.8
51,12,21,4.0
37,63,11,5.0
79,59,14,5.8
17,60,15,15.4
60,34,18,0.0
71,88,12,7.6
17,54,22,14.200000000000001
54,34,22,5.0
61,41,13,3.0
32,10,14,7.9
69,75,16,5.0
28,53,22,10.7
71,37,20,3.0
11,31,18,10.2
78,77,15,10.4
28,24,19,5.1
13,96,16,18.799999999999997
19,97,12,17.2
60,58,16,1.6
21,99,16,17.0
23,69,20,13.399999999999999
13,56,20,13.799999999999999
68,40,14,4.0
61,3,19,0.0
42,6,14,4.9
12,98,16,19.5
10,18,17,10.5
53,30,11,0.0
49,19,11,0.0
25,20,21,10.0
38,24,11,2.1
16,11,20,11.7
43,97,19,10.0
10,16,14,14.5
36,95,22,16.7
64,0,20,3.0
12,78,14,19.5
42,64,22,8.7
23,62,16,9.0
59,24,22,5.0
13,70,22,18.6
56,33,22,5.0
32,43,15,8.9
66,69,13,6.8
52,99,22,14.8
43,0,18,0.6
57,78,11,5.6
67,76,15,10.2
23,20,15,11.6
37,76,11,7.6
68,39,17,0.0
30,16,21,8.5
49,16,15,5.0
5,75,21,21.0
79,33,19,0.0
70,38,11,0.0
39,74,21,10.6
81,13,14,4.0
49,78,16,5.6
80,86,12,7.2
37,3,16,2.4
73,32,21,4.0
35,24,20,6.0
68,40,11,0.0
19,85,17,14.8
50,31,18,0.0
52,0,19,0.0
72,62,22,7.4
44,87,19,7.7
5,52,15,17.4
24,6,17,6.3
26,42,16,5.7
58,36,22,5.0
81,69,19,3.8
69,14,13,3.0
19,33,12,7.8
65,62,22,7.4
83,64,16,2.8
18,71,13,15.3
73,34,21,4.0
53,75,14,9.0
10,45,15,15.5
45,23,17,0.0
35,0,22,8.0
68,76,21,9.2
55,78,21,9.6
63,33,13,3.0
59,36,16,0.0
53,12,14,4.0
44,15,16,0.3
19,35,18,7.8
74,69,13,6.8
69,97,22,14.4
11,75,14,19.2
66,53,13,3.6
58,43,15,5.0
56,37,17,0.0
55,46,11,0.0
8,48,19,11.1
5,35,14,16.0
70,63,17,2.6
39,62,19,4.2
81,23,22,5.0
14,67,14,16.700000000000003
71,88,11,7.6
72,10,15,5.0
69,45,21,4.0
55,2,18,0.0
34,6,19,3.3
43,53,19,1.2
14,10,16,9.3
48,64,12,2.8
36,40,12,2.7
48,54,12,0.8
67,58,14,5.6
65,25,17,0.0
69,53,20,3.6
45,13,22,5.0
16,46,13,11.7
6,15,13,14.7
77,11,12,0.0
80,92,13,11.4
64,58,16,1.6
29,31,22,9.8
65,9,20,3.0
26,92,11,14.100000000000001
60,82,14,10.4
25,54,17,6.8
59,72,11,4.4
44,88,15,12.899999999999999
55,18,20,3.0
26,38,17,5.7
32,8,22,8.9
8,16,13,14.1
30,90,22,17.5
64,7,12,0.0
27,86,11,12.600000000000001
45,54,11,0.8
62,76,20,8.2
12,40,13,12.9
55,7,17,0.0
65,12,21,4.0
5,76,21,21.2
34,54,19,4.1
21,80,19,13.2
27,19,16,5.4
28,68,22,13.7
73,24,12,0.0
56,15,20,3.0
75,42,17,0.0
62,81,15,11.2
26,58,15,12.3
63,72,16,4.4
48,34,17,0.0
41,9,17,1.2
38,98,19,11.7
61,18,12,0.0
61,12,14,4.0
44,99,17,10.100000000000001
24,88,21,17.9
21,68,12,10.8
56,80,17,6.0
8,33,22,16.1
67,42,16,0.0
54,86,20,10.2
54,66,19,3.2
20,9,16,7.5
76,31,12,0.0
65,96,14,13.2
48,70,20,7.0
22,12,11,6.9
54,37,14,4.0
84,10,17,0.0
34,14,11,3.3
53,86,11,7.2
25,82,22,17.4
26,7,19,5.7
51,48,11,0.0
29,87,17,12.2
60,65,13,6.0
68,29,20,3.0
32,43,18,3.9
37,53,11,3.0
70,96,18,9.2
8,82,11,17.5
84,30,15,5.0
16,23,15,13.7
21,85,15,19.2
40,38,19,1.5
20,92,14,19.9
27,33,21,9.4
76,60,17,2.0
13,3,17,9.6
82,49,22,5.0
59,52,18,0.4
77,80,20,9.0
68,27,22,5.0
51,37,18,0.0
71,3,22,5.0
14,15,16,9.3
8,41,14,15.1
34,42,15,8.3
15,63,12,11.6
55,99,16,9.8
23,30,14,10.6
17,78,12,14.0
61,8,11,0.0
7,99,16,21.200000000000003
82,67,16,3.4
78,82,16,6.4
42,33,13,3.9
31,87,20,14.600000000000001
84,10,17,0.0
14,34,20,12.3
57,27,22,5.0
31,91,13,15.399999999999999
11,10,20,13.2
17,37,17,8.4
76,97,19,9.4
64,14,17,0.0
18,60,13,13.1
48,7,20,3.0
74,64,16,2.8
32,23,14,7.9
27,49,18,5.4
16,9,18,8.7
28,16,12,5.1
55,77,16,5.4
26,0,22,10.7
66,10,18,0.0
30,40,20,7.5
62,2,12,0.0
75,16,11,0.0
19,63,13,13.4
72,74,21,8.8
10,87,18,17.9
6,99,14,25.5
35,32,18,3.0
28,31,21,9.1
39,24,18,1.8
51,90,17,8.0
35,46,21,7.0
76,42,17,0.0
80,80,17,6.0
6,80,17,17.7
83,56,22,6.2
63,39,18,0.0
67,67,16,3.4
79,81,12,6.2
21,74,22,17.0
58,40,11,0.0
25,39,17,6.0
26,75,19,10.7
59,36,16,0.0
33,73,13,11.2
83,14,16,0.0
25,57,20,10.4
6,57,13,16.1
46,10,18,0.0
56,97,11,9.4
42,98,21,14.5
7,7,13,14.4
29,30,19,4.8
81,14,11,0.0
66,92,12,8.4
19,78,20,16.4
74,63,12,2.6
14,30,13,12.3
77,6,17,0.0
73,93,18,8.6
48,88,17,7.6
45,78,19,5.6
24,76,21,15.5
41,73,22,10.8
43,18,11,0.6
81,48,18,0.0
74,14,14,4.0
12,2,16,9.9
47,17,11,0.0
14,21,12,9.3
45,95,22,14.0
8,94,15,24.9
82,73,21,8.6
8,44,12,11.1
28,20,17,5.1
25,33,15,11.0
14,92,15,22.700000000000003
50,73,11,4.6
74,27,12,0.0
84,53,11,0.6
48,9,21,4.0
37,31,20,5.4
40,77,21,10.9
29,31,18,4.8
17,51,12,8.6
43,29,19,0.6
83,55,14,5.0
42,71,11,5.1000000000000005
34,18,18,3.3
18,21,12,8.1
54,87,14,11.4
72,27,18,0.0
5,40,22,17.0
65,42,22,5.0
7,68,12,15.0
54,72,16,4.4
65,71,14,8.2
40,58,14,7.1
8,55,14,16.1
47,81,16,6.2
18,39,18,8.1
71,76,18,5.2
11,69,13,17.0
12,15,11,9.9
48,17,21,4.0
68,41,11,0.0
11,80,12,16.2
52,1,16,0.0
66,81,19,6.2
29,63,16,7.4
72,10,13,3.0
68,54,13,3.8
22,1,21,10.9
8,1,17,11.1
21,56,13,11.4
51,17,18,0.0
49,85,17,7.0
62,15,22,5.0
7,26,22,16.4
16,16,19,8.7
21,53,14,11.8
26,16,14,9.7
43,5,14,4.6
43,96,17,9.799999999999999
20,12,20,10.5
55,5,12,0.0
33,89,22,16.4
82,82,19,6.4
75,18,17,0.0
45,60,11,2.0
61,89,14,11.8
32,85,15,15.9
81,10,15,5.0
84,85,16,7.0
25,95,18,15.0
8,6,21,15.1
19,85,21,18.8
57,5,18,0.0
50,14,16,0.0
11,37,22,15.2
22,40,19,6.9
25,55,12,7.0
12,17,13,12.9
63,34,14,4.0
24,97,17,15.7
71,44,17,0.0
59,28,21,4.0
66,68,20,6.6
22,87,11,14.3
83,31,16,0.0
60,93,11,8.6
26,4,11,5.7
12,43,14,13.9
15,97,22,23.4
16,49,15,13.7
52,81,12,6.2
67,99,12,9.8
31,20,20,7.2
39,21,15,6.8
6,60,12,13.7
12,38,16,9.9
24,84,13,16.1
12,98,21,23.5
67,4,12,0.0
72,32,20,3.0
35,70,11,7.0
36,23,13,5.7
17,38,16,8.4
30,71,14,12.7
33,14,21,7.6
22,69,19,10.7
73,4,16,0.0
16,86,20,18.9
6,47,17,11.7
46,19,21,4.0
11,75,17,15.2
51,20,14,4.0
58,85,17,7.0
19,88,15,20.4
62,11,22,5.0
37,65,20,8.4
71,29,20,3.0
67,6,18,0.0
52,57,22,6.4
70,17,11,0.0
69,59,20,4.8
40,17,17,1.5
21,91,14,19.4
6,47,12,11.7
37,33,21,6.4
10,71,17,14.7
47,82,12,6.4
15,5,17,9.0
9,44,20,13.8
34,59,11,5.1
14,70,11,13.3
28,83,13,14.7
63,23,17,0.0
71,92,15,13.4
65,91,20,11.2
30,68,11,8.1
43,16,11,0.6
7,99,22,26.200000000000003
42,61,13,6.1
46,32,20,3.0
52,61,16,2.2
17,5,15,13.4
60,2,18,0.0
63,73,20,7.6
67,53,14,4.6
84,10,17,0.0
47,86,17,7.2
79,45,15,5.0
61,3,18,0.0
25,6,16,6.0
58,25,19,0.0
83,96,21,13.2
57,34,21,4.0
49,27,17,0.0
40,40,14,5.5
67,49,22,5.0
5,98,14,25.6
71,38,19,0.0
83,79,13,8.8
37,9,20,5.4
36,70,11,6.7
62,6,15,5.0
30,24,13,7.5
65,68,18,3.6
21,89,11,15.0
77,29,18,0.0
73,10,13,3.0
33,70,22,12.6
67,38,13,3.0
10,25,18,10.5
63,56,21,5.2
25,54,14,10.8
49,99,22,14.8
49,21,14,4.0
39,11,18,1.8
56,63,21,6.6
50,85,20,10.0
70,65,12,3.0
61,59,13,4.8
46,61,18,2.2
77,51,21,4.2
81,61,13,5.2
20,75,14,16.5
9,64,20,16.6
5,14,17,12.0
26,39,20,8.7
52,6,18,0.0
30,54,19,5.3
38,36,12,2.1
62,85,12,7.0
11,96,20,22.4
29,32,20,7.8
61,28,11,0.0
16,18,12,8.7
35,68,18,6.6
31,13,21,8.2
38,8,11,2.1
79,4,14,4.0
38,34,21,6.1
41,84,20,11.0
62,27,12,0.0
64,44,18,0.0
30,1,12,4.5
49,5,16,0.0
49,30,21,4.0
36,31,11,2.7
73,74,15,9.8
75,58,16,1.6
27,13,21,9.4
69,73,22,9.6
43,58,15,7.2
71,0,14,4.0
49,54,12,0.8
71,30,15,5.0
67,58,11,1.6
74,7,11,0.0
58,65,15,8.0
31,98,17,13.8
83,94,12,8.8
40,11,22,6.5
9,30,21,14.8
71,98,11,9.6
55,95,17,9.0
36,80,13,11.7
25,56,16,7.2
21,7,12,7.2
77,18,21,4.0
30,52,16,4.9
26,99,12,15.5
45,10,12,0.0
63,56,14,5.2
79,68,18,3.6
14,58,13,13.9
9,27,13,13.8
59,1,21,4.0
30,10,17,4.5
8,63,19,13.7
31,17,19,4.2
62,46,15,5.0
7,52,20,14.8
54,4,11,0.0
30,18,19,4.5
22,4,15,11.9
11,39,20,13.2
49,82,16,6.4
17,75,14,17.4
10,99,22,25.3
39,91,14,14.0
57,47,17,0.0
72,98,15,14.6
46,22,18,0.0
8,54,13,14.9
64,33,20,3.0
49,86,19,7.2
76,96,15,14.2
79,57,21,5.4
70,76,21,9.2
26,97,15,20.1
16,92,16,17.1
55,29,13,3.0
21,60,13,12.2
40,81,16,7.7
53,55,22,6.0
20,98,14,21.1
79,4,18,0.0
48,3,18,0.0
26,68,18,9.3
12,38,22,14.9
22,78,15,17.5
84,72,20,7.4
76,49,22,5.0
42,71,12,5.1000000000000005
33,73,12,8.2
81,21,15,5.0
77,87,20,10.4
6,23,21,15.7
63,72,15,9.4
46,21,20,3.0
25,33,11,6.0
6,47,13,14.7
9,75,12,15.8
21,80,18,13.2
28,3,12,5.1
12,56,21,15.1
34,62,16,5.699999999999999
54,29,20,3.0
26,99,14,19.5
63,64,15,7.8
28,96,21,18.299999999999997
30,90,15,17.5
65,77,13,8.4
12,3,13,12.9
16,34,16,8.7
18,32,12,8.1
34,50,18,3.3
59,11,18,0.0
65,67,16,3.4
66,97,18,9.4
35,77,21,12.4
31,1,17,4.2
5,90,21,24.0
45,94,12,8.8
18,32,18,8.1
78,90,14,12.0
54,44,21,4.0
46,55,13,4.0
75,27,13,3.0
44,97,21,13.700000000000001
18,29,21,12.1
15,33,16,9.0
67,0,21,4.0
53,51,12,0.2
41,12,13,4.2
14,81,19,15.5
58,39,13,3.0
11,64,21,17.0
16,8,13,11.7
59,69,22,8.8
40,71,16,5.7
11,71,17,14.399999999999999
28,87,14,16.5
38,48,11,2.1
69,24,11,0.0
33,25,18,3.6
30,25,11,4.5
78,39,12,0.0
69,33,20,3.0
49,7,14,4.0
21,1,17,7.2
40,81,16,7.7
77,15,15,5.0
67,91,14,12.2
27,71,14,13.600000000000001
70,62,15,7.4
46,17,15,5.0
75,38,20,3.0
79,41,15,5.0
75,82,16,6.4
47,31,13,3.0
59,61,12,2.2
60,31,20,3.0
83,84,20,9.8
35,92,17,11.4
60,68,22,8.6
78,83,13,9.6
52,21,14,4.0
56,26,22,5.0
76,0,17,0.0
5,12,22,17.0
6,96,14,24.9
46,5,13,3.0
78,12,22,5.0
13,77,11,15.0
35,71,15,12.2
6,66,14,18.9
28,36,21,9.1
47,75,16,5.0
74,7,11,0.0
76,92,14,12.4
47,19,16,0.0
55,61,15,7.2
50,22,13,3.0
79,67,22,8.4
5,24,12,12.0
71,31,18,0.0
5,57,14,17.4
67,24,15,5.0
80,68,22,8.6
66,9,12,0.0
65,63,14,6.6
44,30,22,5.3
33,3,18,3.6
39,56,22,8.0
15,70,15,18.0
15,33,16,9.0
67,20,14,4.0
73,82,21,10.4
60,6,11,0.0
11,97,14,23.6
55,57,16,1.4
43,32,11,0.6
46,41,12,0.0
76,52,20,3.4
57,84,19,6.8
25,54,12,6.8
34,49,17,3.3
82,37,19,0.0
5,80,16,18.0
28,45,18,5.1
10,80,11,16.5
10,14,14,14.5
73,7,22,5.0
66,48,12,0.0
39,52,16,2.2
83,36,15,5.0
39,82,19,8.200000000000001
52,92,19,8.4
76,37,19,0.0
47,96,18,9.2
39,27,11,1.8
9,60,18,12.8
35,96,13,15.2
35,6,18,3.0
12,98,20,22.5
10,71,15,19.7
57,6,15,5.0
84,58,15,6.6
48,20,21,4.0
53,24,14,4.0
12,66,13,16.1
68,31,13,3.0
8,47,16,11.1
36,54,19,3.5
57,74,15,9.8
71,84,12,6.8
67,95,16,9.0
84,65,21,7.0
64,22,14,4.0
81,44,20,3.0
37,9,13,5.4
26,77,21,15.100000000000001
35,54,12,3.8
28,59,13,9.899999999999999
7,8,13,14.4
37,82,11,8.8
30,2,15,9.5
55,31,16,0.0
34,53,19,3.9
39,86,17,9.0
29,82,22,16.2
32,75,18,8.9
30,22,17,4.5
77,13,14,4.0
12,35,21,13.9
19,47,22,12.8
53,66,18,3.2
12,9,17,9.9
59,85,11,7.0
62,67,18,3.4
7,78,12,17.0
13,51,21,13.799999999999999
18,98,19,17.7
24,48,14,10.3
8,43,13,14.1
28,4,22,10.1
80,91,12,8.2
32,90,18,11.9
35,14,20,6.0
71,93,11,8.6
68,7,15,5.0
21,54,13,11.0
10,19,11,10.5
64,76,18,5.2
15,5,18,9.0
42,0,16,0.9
38,45,19,2.1
51,41,21,4.0
36,81,17,8.9
61,69,17,3.8
50,48,17,0.0
39,99,21,15.600000000000001
26,89,12,13.5
20,33,17,7.5
80,99,21,13.8
9,56,14,16.0
30,16,11,4.5
81,88,17,7.6
28,62,21,11.5
71,60,13,5.0
36,58,18,4.300000000000001
27,91,16,13.6
53,78,21,9.6
66,3,20,3.0
81,90,14,12.0
83,32,20,3.0
70,19,17,0.0
15,20,21,13.0
84,40,19,0.0
22,73,22,16.5
14,43,19,9.3
81,31,20,3.0
64,63,13,5.6
12,36,12,9.9
75,60,22,7.0
52,25,18,0.0
45,21,18,0.0
12,39,12,9.9
41,58,19,2.8
41,49,14,5.2
68,76,20,8.2
63,95,21,13.0
49,72,17,4.4
20,38,13,10.5
30,15,20,7.5
35,97,21,16.4
31,73,12,8.8
47,87,20,10.4
19,9,18,7.8
62,44,21,4.0
53,89,14,11.8
83,33,22,5.0
29,62,20,10.2
72,67,20,6.4
40,92,12,9.9
84,85,13,10.0
51,88,13,10.6
63,10,18,0.0
56,83,12,6.6
44,87,15,12.7
47,94,12,8.8
60,24,11,0.0
7,68,14,19.0
75,30,19,0.0
16,56,12,9.899999999999999
69,86,18,7.2
47,52,20,3.4
74,80,14,10.0
50,65,20,6.0
64,55,11,1.0
65,65,11,3.0
53,90,14,12.0
29,21,11,4.8
7,80,20,20.4
72,52,15,5.4
67,56,13,4.2
34,32,12,3.3
8,4,21,15.1
82,12,20,3.0
75,16,17,0.0
25,42,15,11.0
75,83,15,11.6
5,83,21,22.6
64,91,17,8.2
38,11,15,7.1
7,83,11,18.0
22,70,22,15.9
47,55,19,1.0
80,68,13,6.6
82,28,11,0.0
45,24,15,5.0
28,10,18,5.1
28,40,19,5.1
7,10,16,11.4
63,95,19,9.0
62,37,13,3.0
77,81,13,9.2
28,61,17,7.3
70,78,21,9.6
44,80,22,11.3
75,23,13,3.0
13,43,13,12.6
64,18,22,5.0
43,36,17,0.6
37,4,11,2.4
38,3,22,7.1
66,0,21,4.0
65,93,16,8.6
31,16,22,9.2
21,42,15,12.2
64,99,17,9.8
46,49,16,0.0
51,29,21,4.0
57,63,16,2.6
25,81,13,15.2
12,35,21,13.9
77,0,11,0.0
62,68,19,3.6
72,81,19,6.2
67,28,15,5.0
63,80,11,6.0
34,84,19,10.1
29,65,14,11.8
60,35,22,5.0
38,61,17,4.300000000000001
54,19,11,0.0
6,82,14,22.1
81,53,20,3.6
57,81,12,6.2
45,12,18,0.0
27,46,12,5.4
65,74,11,4.8
35,96,15,17.2
70,27,20,3.0
6,54,14,16.5
73,42,13,3.0
64,43,16,0.0
82,20,22,5.0
27,93,22,19.0
61,52,20,3.4
39,46,22,6.8
5,95,12,21.0
52,86,19,7.2
53,24,11,0.0
44,95,18,9.3
66,40,15,5.0
19,30,22,12.8
34,12,12,3.3
25,5,20,9.0
12,0,22,14.9
11,7,14,14.2
38,55,19,3.1
68,61,21,6.2
46,86,11,7.2
57,68,12,3.6
74,92,21,12.4
14,21,14,13.3
62,63,14,6.6
8,68,14,18.7
12,16,15,14.9
16,17,17,8.7
29,44,15,9.8
31,53,17,4.8
6,38,18,11.7
77,64,13,5.8
59,94,15,13.8
62,87,11,7.4
37,53,14,7.0
53,15,13,3.0
9,68,18,14.4
51,31,19,0.0
28,25,21,9.1
48,34,22,5.0
72,52,21,4.4
18,42,21,12.1
40,40,13,4.5
55,23,15,5.0
10,43,14,14.5
21,78,18,12.8
76,22,17,0.0
55,74,13,7.8
56,93,17,8.6
16,44,20,11.7
5,93,18,20.6
15,54,21,13.8
20,69,22,16.3
13,68,22,18.2
12,63,22,17.5
29,13,21,8.8
78,29,11,0.0
44,3,13,3.3
71,5,17,0.0
27,38,12,5.4
66,17,18,0.0
27,50,22,10.4
48,55,13,4.0
60,88,16,7.6
72,56,12,1.2
27,58,12,7.0
13,60,17,11.6
8,16,12,11.1
38,96,12,11.299999999999999
38,37,13,5.1
46,75,16,5.0
7,80,11,17.4
38,88,13,12.7
47,36,18,0.0
71,16,16,0.0
41,90,11,9.2
16,30,11,8.7
20,13,12,7.5
66,52,13,3.4
21,35,16,7.2
19,85,15,19.8
30,4,17,4.5
49,39,15,5.0
6,69,15,20.5
21,68,21,14.8
69,87,19,7.4
34,21,18,3.3
72,13,20,3.0
48,24,14,4.0
64,83,12,6.6
5,64,11,14.8
23,48,18,6.6
37,34,17,2.4
40,51,15,6.7
81,91,15,13.2
82,28,17,0.0
28,57,19,6.5
29,71,14,13.0
